name,lat,lon,darkness_value,falchi_category,reachable_from_city,addr_city
Unnamed POI,50.44808,12.8223626,0.08860346674919128,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3687014,12.9250004,0.15948006510734558,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.366944,12.9301195,0.15948006510734558,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4042634,12.9350838,0.10264473408460617,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.377515,13.0462297,0.089976966381073,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4488536,12.8231864,0.08860346674919128,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4243551,13.1116275,0.11051291227340698,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4244421,13.1115128,0.11051291227340698,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4240032,13.1114709,0.11051291227340698,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4041129,13.0626548,0.09752524644136429,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.348051,13.044733,0.09878193587064743,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Okno,50.4018698,12.7498274,0.09766019880771637,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4016444,12.7495885,0.09766019880771637,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Strašidlo,50.401335,12.7495793,0.09766019880771637,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Borůvčí,50.4010277,12.7506255,0.10126159340143204,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3593264,12.9567805,0.1317359060049057,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3837042,12.9940241,0.09212356805801392,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3841531,12.9948207,0.09212356805801392,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3545209,12.9497,0.14170582592487335,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Rozhledna U Strejců,50.2628313,12.3878306,0.10225861519575119,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Pohled na lázně,50.3673769,12.9260391,0.15948006510734558,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4605076,13.0858425,0.10296463966369629,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Bučina rozhledna,50.2559037,13.0044222,0.12660866975784302,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.2538725,13.4370385,0.11389746516942978,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0777177,13.2148399,0.059358954429626465,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3736824,12.9195063,0.13668373227119446,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3948712,12.9678626,0.09622912108898163,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3907447,13.0068282,0.09071926772594452,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3908801,13.0074973,0.09071926772594452,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3046591,12.1765419,0.11839064210653305,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Duncanova vyhlídka,49.9967443,12.6931971,0.13699118793010712,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3462512,12.7405371,0.1185215413570404,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3575244,12.8481004,0.11595230549573898,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.369505,12.5670619,0.08224458247423172,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1944126,13.6431512,0.10798019170761108,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.2507197,12.3917158,0.11374341696500778,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3976162,12.7001652,0.0853351280093193,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1207402,13.4398387,0.08874962478876114,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.34785,13.0452292,0.09878193587064743,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.2616345,13.0013055,0.12660866975784302,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.357383,12.9339882,0.15221518278121948,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3882699,13.0271318,0.08868949115276337,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0855242,12.8352841,0.1120389848947525,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0074873,12.6087856,0.14075268805027008,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0077666,12.5955194,0.1235046461224556,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0024792,12.605192,0.1338796466588974,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3851303,12.9358776,0.11119364947080612,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1232945,12.2213476,0.11517922580242157,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.278078,12.9991104,0.1470404416322708,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Radechovské skály,50.2780841,13.26395,0.07886514812707901,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.487544,13.0283815,0.14536374807357788,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3678943,13.1320953,0.12245125323534012,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.2560104,13.0043961,0.12660866975784302,Modrá (Mírné znečištění),Karlovy Vary,Unknown
KLM Rozcestí pod Špičákem (997 m n.m.),50.3910908,12.8836355,0.09604185074567795,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Hraběcí kříž,50.0399463,13.2961388,0.05812970921397209,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3809753,13.1110925,0.12674935162067413,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3788608,13.1132069,0.12663885951042175,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3827137,13.1101516,0.12674935162067413,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4002631,13.1155321,0.1174248680472374,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.2549424,12.2069009,0.1389777809381485,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Otevřené dveře Nová Ves,50.3514591,12.5453858,0.10395178943872452,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1222382,13.3665953,0.07954294234514236,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Vochlická rozhledna,50.1523984,13.3169062,0.08708152174949646,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3672269,12.8053,0.1227574497461319,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Holubí skály,50.4417073,12.8094702,0.08559894561767578,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1624699,13.2822782,0.06857535243034363,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3352405,13.2907073,0.14012420177459717,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3316209,13.2858934,0.14012420177459717,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3367493,13.2667373,0.13325665891170502,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3208824,12.8510145,0.15523949265480042,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0214969,12.4910788,0.09612945467233658,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0808015,12.8406009,0.1120389848947525,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Rozhledna a hotel na Blatenském vrchu,50.4000381,12.7811111,0.09987957775592804,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3847561,12.9519157,0.1042155995965004,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4047045,12.9273822,0.10535465180873871,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Mohyla Karla Klostermanna,50.3721596,12.8281912,0.11438143998384476,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,49.9362175,12.5211017,0.06079404056072235,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1490414,12.3993247,0.15573491156101227,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3745932,12.5497102,0.08590536564588547,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3569514,12.690906,0.09986776858568192,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.395836,12.6755752,0.07998809218406677,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3725795,12.551702,0.08208998292684555,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3388315,12.7145733,0.1337895542383194,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3723478,12.9116947,0.13749784231185913,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3108798,13.2748827,0.11600002646446228,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3188673,12.4317225,0.09441973268985748,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.4087756,13.0647444,0.09955502301454544,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.121438,13.2660408,0.06846196949481964,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1206538,13.267052,0.07094516605138779,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.2026289,12.2467029,0.13517631590366364,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1212844,13.4549976,0.092379629611969,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3677978,13.1524856,0.13898982107639313,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0038458,12.6056149,0.1338796466588974,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.004389,12.6062254,0.13518527150154114,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0040501,12.6037532,0.1338796466588974,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0043851,12.6062067,0.13518527150154114,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0041736,12.60491,0.1338796466588974,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0045051,12.6061721,0.13518527150154114,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0047618,12.6054612,0.13518527150154114,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1462245,12.4016427,0.14993588626384735,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1253101,13.4669049,0.08789743483066559,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3899387,13.0104947,0.08877552300691605,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0783377,13.2156221,0.059358954429626465,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.0801998,13.2157543,0.06198791414499283,Tmavě modrá (Slabé znečištění),Karlovy Vary,Unknown
Unnamed POI,50.1413755,13.0364037,0.08514957875013351,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3702201,13.1037283,0.11099651455879211,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3607975,13.0996663,0.09795420616865158,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3683253,13.1513325,0.13898982107639313,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3699336,13.1009626,0.11099651455879211,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.3699336,13.1009626,0.11099651455879211,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.2109729,12.9988903,0.10347330570220947,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,50.2293641,12.9707221,0.1409154236316681,Modrá (Mírné znečištění),Karlovy Vary,Unknown
[Ž] odbočka rozhledna Tisový vrch,50.3466259,12.7411242,0.1185215413570404,Modrá (Mírné znečištění),Karlovy Vary,Unknown
Unnamed POI,49.5460887,18.4476067,0.1374962478876114,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.8157132,17.7597133,0.13730357587337494,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5092066,18.4068724,0.11991995573043823,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5459788,18.4472318,0.1374962478876114,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5470952,18.4481399,0.1374962478876114,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5566231,18.5413146,0.12604030966758728,Modrá (Mírné znečištění),Ostrava,Unknown
Pohled z úbočí Malého Travného,49.5606748,18.5435716,0.12380828708410263,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5106839,18.3729225,0.12307900935411453,Modrá (Mírné znečištění),Ostrava,Unknown
Zbojnická,49.4362906,18.4647055,0.08723567426204681,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.4991852,18.5416959,0.09364430606365204,Modrá (Mírné znečištění),Ostrava,Unknown
Skalní ostroh,49.8033735,17.774715,0.14436154067516327,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.4197577,18.3205264,0.09723636507987976,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.3939223,18.4303519,0.0816737487912178,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.3942163,18.4285386,0.0816737487912178,Modrá (Mírné znečištění),Ostrava,Unknown
Samčanka (BUS),49.4680983,18.4335115,0.09522555023431778,Modrá (Mírné znečištění),Ostrava,Unknown
Švédská skála,49.7137362,17.7543952,0.14049790799617767,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5130419,18.2971081,0.15338976681232452,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5463219,18.4492906,0.1374962478876114,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5001084,18.3622949,0.11600860953330994,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5621535,18.6462466,0.12654267251491547,Modrá (Mírné znečištění),Ostrava,Unknown
Vyhlídka u osady Jánské Koupele,49.8343625,17.7116153,0.11430827528238297,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5085523,18.3701666,0.12307900935411453,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5095141,18.3836963,0.12082021683454514,Modrá (Mírné znečištění),Ostrava,Unknown
Rozhledna Sukenická,49.3989723,18.3961098,0.07998748868703842,Tmavě modrá (Slabé znečištění),Ostrava,Unknown
Unnamed POI,49.5197485,18.3596492,0.13629969954490662,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.542516,18.428385,0.1408926248550415,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.525426,18.3929198,0.1527540236711502,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.7038436,17.7376261,0.13035021722316742,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5586252,18.4433567,0.14700092375278473,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5125544,18.3205926,0.15424135327339172,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5398876,18.468892,0.12317708134651184,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5536637,18.6180684,0.11624104529619217,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.4893582,18.4912661,0.09252829104661942,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.6390104,17.5519775,0.11780475080013275,Modrá (Mírné znečištění),Ostrava,Unknown
Lorelei,49.8195477,17.7105578,0.11617695540189743,Modrá (Mírné znečištění),Ostrava,Unknown
Výhled na Beskydy,49.6306151,17.7128425,0.1482616811990738,Modrá (Mírné znečištění),Ostrava,Unknown
Železná rozhledna,49.6183857,17.6778342,0.14853182435035706,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.4195016,18.3207408,0.09723636507987976,Modrá (Mírné znečištění),Ostrava,Unknown
"Vyhlídková věž ""Vikšejn""",49.8043277,17.7731495,0.14504167437553406,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5350021,18.7224345,0.12372834980487823,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.4570158,18.4406,0.09030807763338089,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5235224,18.3977062,0.1527540236711502,Modrá (Mírné znečištění),Ostrava,Unknown
"Vyhlídková věž ""Vikšejn""",49.80433,17.7731671,0.14504167437553406,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.9168369,17.74682,0.14085796475410461,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5457713,18.4488936,0.13087928295135498,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5455589,18.4480963,0.13087928295135498,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5120327,18.418376,0.11568261682987213,Modrá (Mírné znečištění),Ostrava,Unknown
Vyhlídka U jelena,49.6215313,17.6206957,0.1308652013540268,Modrá (Mírné znečištění),Ostrava,Unknown
Orlí skála,49.7231639,17.7316449,0.12130528688430786,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5743218,18.5382125,0.1455799639225006,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5634653,18.6668363,0.1348971426486969,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5631591,18.6598492,0.13322120904922485,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5633418,18.6479723,0.13033290207386017,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.4197497,18.3206366,0.09723636507987976,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.4196924,18.3206001,0.09723636507987976,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.760052,17.7198087,0.13031859695911407,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.7597523,17.7199763,0.13031859695911407,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5434226,18.5655161,0.11017677187919617,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5551777,18.5594463,0.1215454712510109,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5555874,18.5555237,0.12303580343723297,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5466227,18.5637823,0.1154748797416687,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.546729,18.4975197,0.12478362768888474,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5516762,18.4962253,0.12478362768888474,Modrá (Mírné znečištění),Ostrava,Unknown
Unnamed POI,49.5133242,18.5863338,0.09763047099113464,Modrá (Mírné znečištění),Ostrava,Unknown
Ptačí kámen,50.8588801,14.3339446,0.11081896722316742,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.850431,14.2219155,0.1486290693283081,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Kamenická vyhlídka,50.850297,14.3443929,0.11292338371276855,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.820632,14.4623777,0.129509836435318,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Válečná díra,50.8212756,14.3569857,0.13093797862529755,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.810371,14.3542288,0.14521946012973785,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8070354,14.3461393,0.14576523005962372,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.6034097,14.4505089,0.1364065408706665,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Ronov,50.6203955,14.4146623,0.1470107138156891,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.59226,14.2635654,0.14147406816482544,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8489732,14.2213621,0.1486290693283081,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Puklá skála,50.6946287,13.5857278,0.13223138451576233,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Rozhledna,50.809666,14.052805,0.14999771118164062,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7832698,13.9221407,0.14671123027801514,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7831338,13.92221,0.14671123027801514,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.5934837,14.2633301,0.14147406816482544,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
"Strážný vrch (rozhledna, odbočka)",50.6860903,14.3554332,0.1404866874217987,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Víťova vyhlídka,50.6494299,14.2767509,0.14121168851852417,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.6004152,14.4503625,0.1364065408706665,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.5877544,14.3723822,0.13071821630001068,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Vyhlídková věž,50.8024066,14.0225561,0.1547744870185852,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.5948367,14.2637215,0.14147406816482544,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.5969427,14.2627254,0.13955643773078918,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8726341,14.4567093,0.11147522926330566,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8039653,14.4584967,0.1583973467350006,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8009511,14.4767488,0.1468804031610489,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Vyhlídka,50.6089869,14.2794853,0.1335000991821289,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7935065,14.353992,0.15780776739120483,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
výhled na Českosaské Švýcarsko,50.7643681,14.3754855,0.1486661732196808,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
vyhlídka,50.7552971,14.3711532,0.1479552686214447,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
vyhlídka,50.7481827,14.3660266,0.1509707272052765,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
vyhlídka Liščí Hory,50.732317,14.3570102,0.1594589203596115,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7364451,14.3671495,0.15739835798740387,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7395408,14.3646413,0.15302035212516785,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.690597,14.2867827,0.15111371874809265,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
výhled na Sedlo,50.6897303,14.2833478,0.15111371874809265,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.6907077,14.2846577,0.15111371874809265,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.6907999,14.2823654,0.153376504778862,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
vyhlídka nad soutěskou,50.8002908,14.3625871,0.15305766463279724,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8465403,14.3508287,0.1124807596206665,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Vyhlídková věž,50.8347204,14.3671311,0.12089386582374573,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
výhled na Lužické hory,50.7637444,14.3774384,0.1486661732196808,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7899439,14.4832691,0.15758384764194489,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7606966,14.3660348,0.15008671581745148,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
val,50.7707838,14.383998,0.14949391782283783,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Belvedér,50.849549,14.2214413,0.1486290693283081,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.5992303,14.4659181,0.1380273550748825,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.5539945,14.4941697,0.1323612630367279,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Víťova rozhledna,50.6494488,14.2766091,0.14121168851852417,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7877793,14.3352763,0.15613475441932678,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8499774,14.4375484,0.11150601506233215,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
výhled na Lužické hory a Markvartickou kotlinu,50.7959009,14.3790078,0.1545463502407074,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.7034465,14.2837996,0.15532025694847107,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.6991324,14.2801765,0.15732558071613312,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
"výhled Jedlová, Sokol",50.8237045,14.5028027,0.12138499319553375,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
výhled na Chřibskou,50.8260433,14.5011456,0.12138499319553375,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.751665,14.3869629,0.14786922931671143,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
rozhledna - výhled na Českosaské Švýcarsko,50.8440704,14.3011112,0.12653550505638123,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8441033,14.3012629,0.12653550505638123,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8302477,14.4061608,0.11854562908411026,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8608614,14.2679231,0.1315390169620514,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8069487,14.4671689,0.13626728951931,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Krásná vyhlídka,50.3560405,13.9712452,0.15309394896030426,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8637686,14.3811926,0.10017381608486176,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8644174,14.3794628,0.10017381608486176,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
Unnamed POI,50.8006421,14.4767896,0.1468804031610489,Modrá (Mírné znečištění),Ústí nad Labem,Unknown
